"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100","cell101","cell102","cell103","cell104","cell105","cell106","cell107","cell108","cell109","cell110","cell111","cell112","cell113","cell114","cell115","cell116","cell117","cell118","cell119","cell120","cell121","cell122","cell123","cell124","cell125","cell126","cell127","cell128","cell129","cell130","cell131","cell132","cell133","cell134","cell135","cell136","cell137","cell138","cell139","cell140","cell141","cell142","cell143","cell144","cell145","cell146","cell147","cell148","cell149","cell150","cell151","cell152","cell153","cell154","cell155","cell156","cell157","cell158","cell159","cell160","cell161","cell162","cell163","cell164","cell165","cell166","cell167","cell168","cell169","cell170","cell171","cell172","cell173","cell174","cell175","cell176","cell177","cell178","cell179","cell180","cell181","cell182","cell183","cell184","cell185","cell186","cell187","cell188","cell189","cell190","cell191","cell192","cell193","cell194","cell195","cell196","cell197","cell198","cell199","cell200","cell201","cell202","cell203","cell204","cell205","cell206","cell207","cell208","cell209","cell210","cell211","cell212","cell213","cell214","cell215","cell216","cell217","cell218","cell219","cell220","cell221","cell222","cell223","cell224","cell225","cell226","cell227","cell228","cell229","cell230","cell231","cell232","cell233","cell234","cell235","cell236","cell237","cell238","cell239","cell240","cell241","cell242","cell243","cell244","cell245","cell246","cell247","cell248","cell249","cell250","cell251","cell252","cell253","cell254","cell255","cell256","cell257","cell258","cell259","cell260","cell261","cell262","cell263","cell264","cell265","cell266","cell267","cell268","cell269","cell270","cell271","cell272","cell273","cell274","cell275","cell276","cell277","cell278","cell279","cell280","cell281","cell282","cell283","cell284","cell285","cell286","cell287","cell288","cell289","cell290","cell291","cell292","cell293","cell294","cell295","cell296","cell297","cell298","cell299","cell300","cell301","cell302","cell303","cell304","cell305","cell306","cell307","cell308","cell309","cell310","cell311","cell312","cell313","cell314","cell315","cell316","cell317","cell318","cell319","cell320","cell321","cell322","cell323","cell324","cell325","cell326","cell327","cell328","cell329","cell330","cell331","cell332","cell333","cell334","cell335","cell336","cell337","cell338","cell339","cell340","cell341","cell342","cell343","cell344","cell345","cell346","cell347","cell348","cell349","cell350","cell351","cell352","cell353","cell354","cell355","cell356","cell357","cell358","cell359","cell360","cell361","cell362","cell363","cell364","cell365","cell366","cell367","cell368","cell369","cell370","cell371","cell372","cell373","cell374","cell375","cell376","cell377","cell378","cell379","cell380","cell381","cell382","cell383","cell384","cell385","cell386","cell387","cell388","cell389","cell390","cell391","cell392","cell393","cell394","cell395","cell396","cell397","cell398","cell399","cell400","cell401","cell402","cell403","cell404","cell405","cell406","cell407","cell408","cell409","cell410","cell411","cell412","cell413","cell414","cell415","cell416","cell417","cell418","cell419","cell420","cell421","cell422","cell423","cell424","cell425","cell426","cell427","cell428","cell429","cell430","cell431","cell432","cell433","cell434","cell435","cell436","cell437","cell438","cell439","cell440","cell441","cell442","cell443","cell444","cell445","cell446","cell447","cell448","cell449","cell450","cell451","cell452","cell453","cell454","cell455","cell456","cell457","cell458","cell459","cell460","cell461","cell462","cell463","cell464","cell465","cell466","cell467","cell468","cell469","cell470","cell471","cell472","cell473","cell474","cell475","cell476","cell477","cell478","cell479","cell480","cell481","cell482","cell483","cell484","cell485","cell486","cell487","cell488","cell489","cell490","cell491","cell492","cell493","cell494","cell495","cell496","cell497","cell498","cell499","cell500"
"C6_TF2",14,16,6,0,22,22,0,13,9,0,0,19,0,0,0,0,16,15,6,6,8,0,12,0,0,13,12,0,5,6,10,0,18,6,6,0,0,5,0,6,0,4,0,0,0,20,0,9,0,0,0,0,10,0,9,0,10,9,0,0,0,0,0,11,12,19,0,0,0,16,16,8,0,0,0,9,0,17,9,0,6,0,15,7,10,0,0,19,0,0,10,2,11,0,10,0,1,14,9,0,7,25,0,3,16,7,12,0,15,16,0,26,18,17,0,5,10,0,12,12,0,0,24,0,17,10,0,12,11,0,21,9,14,0,0,0,10,0,0,6,0,0,0,9,8,0,13,11,17,0,0,18,11,6,0,14,11,17,12,0,0,0,0,0,0,16,0,11,0,0,13,14,6,9,0,36,12,11,8,0,0,0,0,7,14,25,13,18,14,0,0,0,0,0,8,0,14,0,0,11,0,7,40,17,0,0,0,10,24,10,0,10,0,0,23,0,0,10,7,9,15,14,13,0,0,0,0,0,0,0,0,0,0,0,7,0,11,1,0,8,7,0,19,9,4,0,0,6,3,0,6,0,0,0,14,11,0,0,20,6,0,0,7,17,0,0,0,0,24,0,0,0,9,15,17,0,0,0,0,1,0,31,12,0,0,0,9,0,8,0,2,0,6,0,0,33,0,0,0,0,8,0,18,0,20,0,8,19,0,0,9,0,18,6,14,0,0,0,0,0,0,11,12,6,12,5,16,1,0,0,0,0,18,4,0,18,4,0,21,0,0,0,0,19,0,20,0,0,8,9,0,7,0,0,10,0,0,0,0,0,11,0,29,0,1,11,0,0,21,0,0,0,18,14,23,16,45,0,0,0,0,0,0,17,12,0,0,0,10,0,15,15,8,12,18,11,11,11,0,15,17,19,12,0,5,12,8,10,11,0,0,5,0,10,12,0,0,9,0,0,8,0,10,6,0,0,0,0,7,7,0,8,0,0,0,19,11,0,0,11,15,0,12,0,0,0,0,10,12,0,5,13,21,0,9,29,14,0,0,0,10,0,0,25,10,21,0,0,4,0,0,0,19,12,18,14,0,12,8,18,0,9,2,12,0,0,0,0,0,11,0,8,21,16,19,13,21,12,0,0
"C7_TF1",0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,17,0,0,0,0,0,0,0,10,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,13,0,0,7,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,12,5,0,0,0,0,0,0,14,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,4,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,11,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,8,13,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,7,0,0,19,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,17,0,0,0,16,7,0,10,0,0,0,0,0,9,0,0,0,0,9,15,0,0,0,9,0,0,0,0,0,4,0,16,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17,14,0,6,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,16,0,0,0,8,0,0,7,0,0,0,0,0,0,20,5,0,11,0,9,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,23,0,0,0,14,0,9,0,0,8,8,0,0,0,0,10,0,8,0,0,0,0,0,12,0,0,0,0,6,8,10,0,0,0,13,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,11,0,0,0,0,0,0,0,0,7
"C7_TF2",0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,2,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,8,6,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,7,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,6,0,0,0,9,4,0,7,0,0,0,0,0,2,0,0,0,0,11,7,0,0,0,5,0,0,0,0,0,2,0,5,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,8,0,9,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,7,0,0,0,4,0,0,7,0,0,0,0,0,0,11,1,0,3,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,9,0,0,0,0,5,3,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,3,7,1,0,0,0,9,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,6
"C8_TF1",24,31,19,25,27,33,0,29,20,0,0,15,19,0,0,34,26,18,21,32,25,0,22,33,24,22,34,3,14,19,25,0,13,24,22,0,0,11,0,20,0,0,6,30,0,25,3,27,23,18,0,0,15,0,37,0,23,33,0,0,0,2,0,24,26,23,0,20,0,31,29,23,0,21,23,22,0,40,16,0,13,24,29,33,25,29,0,32,0,0,23,0,33,0,21,0,0,28,32,0,30,39,31,16,24,22,16,10,18,29,0,37,21,22,6,17,37,0,23,18,27,0,41,0,29,33,0,35,25,0,15,29,35,43,0,0,30,18,0,21,0,0,25,24,26,0,25,25,31,5,0,45,35,37,21,27,34,31,10,0,0,6,0,28,0,21,0,20,0,21,26,35,29,29,0,54,24,23,34,2,0,26,0,20,22,23,46,56,24,0,0,0,0,0,15,0,44,28,0,21,21,39,33,33,0,21,32,20,35,19,0,16,0,0,41,32,0,15,19,35,24,25,20,17,0,0,14,0,0,0,0,0,0,26,30,0,16,0,0,24,40,0,19,21,4,31,0,19,23,0,31,0,21,23,20,34,0,0,26,18,0,11,16,44,0,0,0,0,27,0,0,27,25,35,40,0,0,0,0,0,19,45,20,0,26,30,34,18,35,0,0,0,17,34,0,47,0,0,26,27,13,0,19,23,30,0,19,29,0,5,30,16,18,25,27,0,12,0,22,0,0,21,29,13,25,20,25,1,0,8,0,0,35,17,0,31,21,0,28,45,25,0,32,13,0,41,24,0,23,19,0,18,0,0,16,0,0,0,0,27,19,0,24,16,0,31,0,20,34,0,9,0,20,31,24,29,36,31,2,0,26,0,24,25,37,0,0,0,26,27,48,32,17,13,36,51,11,26,17,22,29,19,32,0,13,27,22,24,26,0,0,26,20,22,29,23,0,10,0,36,15,1,18,13,26,34,0,0,22,30,6,26,32,0,0,35,24,0,19,19,54,0,34,4,23,27,0,19,36,19,24,18,37,0,19,25,44,0,4,0,27,0,0,38,51,30,0,0,1,0,0,5,29,15,21,33,0,23,22,37,0,22,0,27,0,20,0,30,0,45,14,21,28,25,43,17,28,26,0,29
"C8_TF2",7,7,9,7,16,9,0,10,2,0,0,10,7,0,0,8,8,11,7,3,7,0,12,6,1,6,6,5,5,5,5,0,13,6,4,0,0,4,0,2,1,1,1,8,0,6,1,12,7,2,0,0,6,0,9,0,2,10,0,0,0,3,0,9,15,14,0,9,0,6,6,6,0,9,0,2,0,10,9,0,7,3,7,9,2,7,0,7,0,0,7,0,3,0,7,0,0,11,2,0,4,5,11,5,7,4,2,5,6,6,0,11,10,7,1,5,5,0,8,6,8,0,12,0,10,2,0,8,6,0,4,3,11,2,0,0,5,9,0,3,0,0,8,8,5,0,3,4,4,2,0,8,8,5,6,9,3,21,5,0,0,3,0,6,0,4,0,3,0,9,11,10,2,8,0,22,6,6,3,0,0,5,0,10,9,8,9,4,12,0,0,0,0,0,3,0,7,8,0,1,8,8,9,6,0,2,7,10,13,3,0,1,0,0,6,13,2,5,2,10,7,2,4,1,0,0,4,0,0,0,0,0,0,2,2,0,5,0,0,9,5,0,1,2,2,3,0,6,4,0,4,0,1,4,8,6,0,0,2,4,0,3,8,11,0,0,0,0,9,0,0,6,11,5,7,0,0,0,0,0,4,23,11,0,5,3,5,7,9,0,0,0,12,14,0,22,0,0,1,6,6,0,3,8,8,0,10,9,0,2,3,6,8,2,11,0,5,0,7,0,0,4,5,6,8,7,8,0,0,3,0,0,15,4,0,4,5,0,11,8,3,0,5,10,0,10,5,0,8,1,0,3,0,0,5,0,0,0,0,8,3,0,15,4,0,2,0,7,6,0,5,0,4,13,10,7,18,7,1,0,5,0,9,4,10,0,0,0,4,4,19,1,4,4,10,7,7,11,6,9,8,10,6,0,4,5,1,5,8,0,0,3,5,5,5,5,0,5,0,7,5,0,8,3,8,4,0,0,5,2,3,8,1,0,0,9,7,0,2,7,13,0,2,0,3,6,0,7,6,3,7,6,10,0,5,9,10,0,1,0,9,0,0,5,10,7,0,0,0,0,0,4,10,5,13,7,0,9,2,6,0,2,0,1,0,4,0,8,0,4,3,4,14,3,2,9,7,9,0,4
"C8_TF3",27,24,14,19,18,12,0,23,24,0,0,18,12,0,0,8,25,23,14,20,11,0,23,11,22,21,11,3,10,13,31,0,27,7,9,0,0,16,0,13,0,2,10,28,0,24,2,11,34,12,0,0,4,0,21,0,10,24,0,0,0,0,0,17,25,24,0,15,0,30,18,13,0,18,12,11,0,18,15,0,11,14,24,15,7,17,0,26,0,0,18,0,14,0,24,0,0,21,15,0,18,23,14,11,19,26,13,15,24,28,2,34,25,19,4,18,30,0,23,19,17,0,31,0,17,19,0,44,12,0,21,15,27,20,0,0,24,15,0,11,0,0,21,26,6,0,20,25,15,6,0,21,9,27,18,18,22,32,12,0,0,5,0,23,0,14,0,15,0,13,8,22,12,20,0,53,13,26,23,1,0,20,0,24,27,23,24,13,21,0,0,0,0,0,15,0,19,19,0,11,24,14,13,20,0,24,18,23,27,10,0,30,0,0,16,19,3,6,7,24,18,20,19,23,0,0,14,0,0,0,0,0,0,11,17,0,11,0,0,13,18,0,12,24,1,22,0,8,6,0,12,0,10,26,15,19,0,0,16,8,0,7,21,23,0,0,0,0,36,0,0,20,19,13,25,0,0,0,0,0,39,32,23,0,26,15,31,21,26,0,0,0,12,10,0,36,0,0,19,13,15,0,5,14,16,0,20,15,0,2,15,16,31,28,21,0,15,0,10,0,0,20,23,10,22,11,21,3,0,6,0,0,17,11,0,14,12,0,26,25,14,0,20,28,0,19,19,0,19,14,0,28,0,0,18,0,0,0,0,17,16,0,23,14,0,11,0,24,12,0,14,0,25,18,23,18,42,20,1,0,21,0,22,10,20,0,0,0,10,15,28,14,18,14,15,24,13,23,10,20,25,29,14,0,12,18,17,19,24,0,0,18,19,14,9,36,0,15,0,26,10,0,10,11,17,27,0,0,35,24,5,17,8,0,0,21,16,0,8,24,23,0,21,1,30,26,0,11,15,9,15,20,29,0,22,19,22,0,2,0,31,0,0,13,12,24,0,0,3,0,0,11,19,16,26,21,0,16,10,17,0,8,0,17,0,15,0,15,0,17,9,33,30,23,24,17,19,15,0,11
"C9_TF1",11,15,7,0,18,16,0,19,9,0,0,12,0,0,0,0,13,14,3,6,4,0,11,0,0,10,12,0,3,10,29,0,13,7,8,0,0,7,0,7,0,0,0,0,0,6,0,8,0,0,0,0,4,0,10,0,11,15,0,0,0,0,0,9,11,14,0,0,0,11,8,10,0,0,0,9,0,7,3,0,7,0,3,3,7,0,0,11,0,0,11,0,4,0,9,0,0,12,5,0,6,14,0,2,12,7,2,0,5,8,0,17,6,5,0,6,11,0,10,6,0,0,23,0,7,12,0,13,10,0,6,3,13,0,0,0,13,0,0,2,0,0,0,7,3,0,11,4,12,0,0,14,15,10,0,12,7,19,8,0,0,0,0,0,0,10,0,5,0,0,9,11,6,6,0,21,3,9,9,0,0,0,0,10,12,9,7,12,7,0,0,0,0,0,4,0,14,0,0,0,0,14,23,7,0,0,0,12,13,6,0,6,0,0,14,0,0,3,4,10,7,8,12,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,11,13,0,15,12,0,0,0,4,11,0,7,0,0,0,4,10,0,0,6,7,0,0,7,13,0,0,0,0,14,0,0,0,11,9,9,0,0,0,0,0,0,23,11,0,0,0,12,0,6,0,0,0,7,0,0,20,0,0,0,0,6,0,12,0,15,0,3,11,0,0,5,0,9,2,16,0,0,0,0,0,0,5,10,5,4,12,14,0,0,0,0,0,8,7,0,19,6,0,13,0,0,0,0,13,0,12,0,0,8,10,0,8,0,0,7,0,0,0,0,0,7,0,15,0,0,12,0,0,11,0,0,0,5,17,8,13,23,0,0,0,0,0,0,6,9,0,0,0,11,0,25,12,9,6,12,6,10,9,0,13,14,21,12,0,5,13,4,4,8,0,0,3,0,10,5,0,0,10,0,0,2,0,4,1,0,0,0,0,8,12,0,4,0,0,0,12,6,0,0,15,8,0,12,0,0,0,0,10,14,0,11,12,13,0,11,17,11,0,0,0,7,0,0,4,10,18,0,0,0,0,0,0,10,8,24,13,0,5,5,8,0,7,0,6,0,0,0,0,0,8,0,14,20,9,16,7,13,11,0,0
"C9_TF2",3,5,0,0,15,6,0,7,3,0,0,9,0,0,0,0,2,3,5,7,2,0,11,0,0,5,3,0,2,5,7,0,8,3,2,0,0,0,0,5,0,0,0,0,0,6,0,5,0,0,0,0,1,0,4,0,4,7,0,0,0,0,0,5,14,10,0,0,0,3,1,7,0,0,0,5,0,6,3,0,3,0,5,6,2,0,0,5,0,0,4,0,1,0,3,0,0,3,3,0,6,5,0,1,4,5,4,0,15,12,0,10,5,7,0,9,13,0,3,1,0,0,8,0,2,8,0,8,4,0,4,2,7,0,0,0,4,0,0,2,0,0,0,3,5,0,0,10,7,0,0,8,3,7,0,8,8,18,3,0,0,0,0,0,0,5,0,5,0,0,4,9,3,8,0,9,3,3,7,0,0,0,0,3,8,3,6,5,3,0,0,0,0,0,2,0,5,0,0,0,0,8,10,4,0,0,0,15,7,0,0,4,0,0,8,0,0,5,3,7,3,6,3,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,4,6,0,2,8,0,0,0,4,3,0,6,0,0,0,3,8,0,0,2,1,0,0,4,11,0,0,0,0,6,0,0,0,8,10,9,0,0,0,0,0,0,10,7,0,0,0,13,0,7,0,0,0,9,0,0,18,0,0,0,0,3,0,5,0,8,0,2,2,0,0,4,0,5,5,6,0,0,0,0,0,0,4,5,3,5,3,5,0,0,0,0,0,6,1,0,7,2,0,8,0,0,0,0,2,0,5,0,0,1,4,0,8,0,0,2,0,0,0,0,0,1,0,8,0,0,4,0,0,5,0,0,0,5,10,5,8,15,0,0,0,0,0,0,3,8,0,0,0,6,0,9,4,3,8,4,9,2,5,0,6,7,13,6,0,5,8,3,7,4,0,0,2,0,2,6,0,0,1,0,0,3,0,4,4,0,0,0,0,3,4,0,3,0,0,0,2,3,0,0,8,6,0,2,0,0,0,0,4,2,0,3,3,2,0,5,7,3,0,0,0,4,0,0,8,6,7,0,0,0,0,0,0,9,4,8,5,0,4,4,6,0,1,0,1,0,0,0,0,0,8,0,3,9,4,2,6,4,3,0,0
"C10_TF1",18,12,9,0,11,25,0,15,21,0,0,21,0,0,0,0,27,12,12,12,20,0,21,0,0,15,18,0,8,16,17,0,12,8,9,0,0,8,0,4,0,0,0,0,0,11,0,10,0,0,0,0,6,0,13,0,15,13,0,0,0,0,0,6,19,25,0,0,0,19,14,10,0,0,0,11,0,19,2,0,8,0,11,11,10,0,0,14,0,0,4,0,4,0,14,0,0,9,12,0,11,18,0,3,9,9,4,0,13,26,0,17,14,7,0,11,17,0,12,10,0,0,20,0,9,10,0,14,11,0,7,6,17,0,0,0,12,0,0,8,0,0,0,10,10,0,10,19,14,0,0,19,12,16,0,16,16,36,10,0,0,0,0,0,0,19,0,8,0,0,21,11,13,15,0,34,7,13,25,0,0,0,0,11,22,14,16,22,16,0,0,0,0,0,0,0,14,0,0,6,0,14,28,9,0,0,0,13,18,9,0,10,0,0,18,0,0,14,8,17,13,12,8,0,0,0,0,0,0,0,0,0,0,0,23,0,7,0,0,9,11,0,5,13,0,0,0,6,8,0,4,0,0,0,16,12,0,0,14,11,0,0,10,20,0,0,0,0,15,0,0,0,9,17,14,0,0,0,0,0,0,26,15,0,0,0,20,0,8,0,0,0,9,0,0,30,0,0,0,0,14,0,8,0,25,0,11,17,0,0,10,0,11,16,20,0,0,0,0,0,0,17,19,8,12,7,15,0,0,0,0,0,19,3,0,9,3,0,22,0,0,0,0,18,0,6,0,0,6,12,0,24,0,0,13,0,0,0,0,0,6,0,17,0,0,20,0,0,24,0,0,0,15,23,23,12,33,0,0,0,0,0,0,12,11,0,0,0,17,0,23,21,7,9,18,13,11,10,0,11,23,16,16,0,5,19,10,4,15,0,0,10,0,9,10,0,0,11,0,0,8,0,8,1,0,0,0,0,13,10,0,26,0,0,0,14,8,0,0,14,18,0,13,0,0,0,0,15,10,0,10,11,13,0,14,11,15,0,0,0,11,0,0,30,19,21,0,0,0,0,0,0,24,10,22,13,0,24,9,17,0,9,0,11,0,0,0,0,0,9,0,16,24,13,24,9,22,19,0,0
"C10_TF2",5,8,3,0,14,10,0,8,5,0,0,7,0,0,0,0,10,8,8,8,3,0,8,0,0,6,5,0,3,5,12,0,8,4,4,0,0,1,0,4,0,0,0,0,0,7,0,5,0,0,0,0,3,0,8,0,8,10,0,0,0,0,0,3,9,8,0,0,0,8,7,4,0,0,0,3,0,5,0,0,5,0,9,3,5,0,0,14,0,0,2,0,0,0,3,0,0,4,5,0,4,6,0,4,4,3,5,0,12,3,0,17,8,7,0,2,9,0,2,5,0,0,12,0,7,12,0,10,4,0,10,2,8,0,0,0,5,0,0,5,0,0,0,2,2,0,2,10,3,0,0,4,8,8,0,4,6,19,7,0,0,0,0,0,0,13,0,8,0,0,7,5,6,12,0,12,1,11,11,0,0,0,0,3,5,13,5,9,7,0,0,0,0,0,3,0,12,0,0,4,0,9,6,8,0,0,0,7,8,4,0,1,0,0,6,0,0,4,1,9,7,9,8,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,8,8,0,4,6,0,0,0,4,6,0,2,0,0,0,6,4,0,0,2,7,0,0,4,4,0,0,0,0,9,0,0,0,8,1,4,0,0,0,0,0,0,14,6,0,0,0,6,0,7,0,0,0,5,0,0,17,0,0,0,0,0,0,9,0,10,0,3,8,0,0,7,0,16,3,10,0,0,0,0,0,0,9,10,6,11,9,8,0,0,0,0,0,16,2,0,6,3,0,5,0,0,0,0,7,0,5,0,0,6,3,0,7,0,0,3,0,0,0,0,0,3,0,4,0,0,4,0,0,16,0,0,0,8,17,11,7,21,0,0,0,0,0,0,3,5,0,0,0,8,0,16,5,5,5,5,6,4,6,0,8,6,12,7,0,4,11,1,6,2,0,0,1,0,3,5,0,0,5,0,0,7,0,9,3,0,0,0,0,6,13,0,4,0,0,0,9,3,0,0,8,5,0,9,0,0,0,0,7,8,0,7,6,10,0,6,11,5,0,0,0,1,0,0,16,7,17,0,0,0,0,0,0,13,9,13,11,0,5,5,13,0,4,0,3,0,0,0,0,0,8,0,10,14,9,13,3,9,14,0,0
"C11_TF1",12,8,3,0,7,10,0,13,12,0,0,10,0,0,0,0,6,18,3,8,8,0,8,0,0,7,5,0,5,3,13,0,12,10,2,0,0,5,0,11,0,0,0,0,0,3,0,6,0,0,0,0,4,0,8,0,6,11,0,0,0,0,0,4,8,17,0,0,0,12,10,9,0,0,0,7,0,6,3,0,2,0,7,2,5,0,0,11,0,0,7,0,6,0,3,0,0,8,2,0,10,12,0,2,13,6,2,0,18,9,0,13,8,13,0,5,6,0,8,6,0,0,16,0,5,12,0,13,9,0,6,5,11,0,0,0,10,0,0,5,0,0,0,4,5,0,5,10,10,0,0,13,3,9,0,6,3,21,6,0,0,0,0,0,0,10,0,0,0,0,8,4,8,6,0,26,7,4,9,0,0,0,0,6,12,12,6,14,13,0,0,0,0,0,2,0,8,0,0,2,0,7,12,8,0,0,0,11,12,5,0,12,0,0,5,0,0,4,1,4,7,5,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,10,0,1,3,0,0,0,6,6,0,8,0,0,0,11,16,0,0,2,4,0,0,2,14,0,0,0,0,12,0,0,0,8,4,17,0,0,0,0,0,0,21,12,0,0,0,6,0,10,0,0,0,4,0,0,10,0,0,0,0,4,0,5,0,10,0,4,6,0,0,4,0,12,5,13,0,0,0,0,0,0,6,8,6,3,6,15,0,0,0,0,0,12,2,0,8,2,0,9,0,0,0,0,7,0,7,0,0,5,8,0,6,0,0,7,0,0,0,0,0,5,0,11,0,0,8,0,0,10,0,0,0,6,9,7,12,15,0,0,0,0,0,0,7,6,0,0,0,6,0,17,6,6,10,12,12,3,5,0,7,9,9,12,0,2,9,3,4,6,0,0,4,0,9,7,0,0,5,0,0,5,0,3,0,0,0,0,0,4,10,0,5,0,0,0,7,3,0,0,6,16,0,11,0,0,0,0,9,8,0,6,13,7,0,3,8,8,0,0,0,7,0,0,9,7,7,0,0,0,0,0,0,24,3,8,11,0,9,6,10,0,4,0,4,0,0,0,0,0,13,0,5,18,3,13,9,8,15,0,0
